Cod Int;Descri��o;Classifica��o;Soma de estoque_teorico;Soma de estoque_contado;Dif; Cst Med ; Total ;Observa��es;
72677;ACNIBEN SPRAY CORPORAL  150 ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;2;2;0;R$ 70,70; R$ -   ;Ok;
61353;ACU FRESH  COL 10ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ONE;3;3;0;R$ 11,68; R$ -   ;Ok;
1834;ADAPALENO 1 MG/G GEL DERM 30G (MEDLEY);PRINCIPAL > 2 - GENÉRICOS > GEN RX ONE;2;2;0;R$ 23,15; R$ -   ;Ok;
1576;ADAPTIS 0.5 MG/ML SOL OFT 10 ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 22,63; R$ -   ;Ok;
68992;ADDERA CAL 2.000UI C/90CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 191,53; R$ -   ;Ok;
72459;ADDERA D3 7.000UI C/10 CAPS;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 73,79; R$ -   ;Ok;
66061;ADDERA IMUNIDADE KIDS 600UI 75ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 77,95; R$ -   ;Ok;
218;ADEFORTE 01AMP 3ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;4;4;0;R$ 21,35; R$ -   ;Ok;
120077;ADEFORTE TURBO AMPOLA 3ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;7;7;0;R$ 26,81; R$ -   ;Ok;
60353;ADIPEPT 40MG C/28CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 43,55; R$ -   ;Ok;
1673;ADOLESS 0,015MG + 0,060MG C/28CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.06 - ANTICONCEP PROP;1;1;0;R$ 39,26; R$ -   ;Ok;
688;AD-TIL GTS 20ML;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 17,10; R$ -   ;Ok;
56090;ADVANTAN 1 MG/G CR DERM 15G;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 68,05; R$ -   ;Ok;
64240;ADVIL  MULHER 400MG C/2 CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;7;6;-1;R$ 3,93;-R$ 3,93;Perda;
139;ADVIL 400MG 3 CAPSULAS GEL;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;20;21;1;R$ 6,74;R$ 6,74;Sobra;
60604;ADVIL 400MG 8CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 16,91; R$ -   ;Ok;
60980;ADVIL 400MG C/16CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;3;3;0;R$ 29,65; R$ -   ;Ok;
64239;ADVIL MULHER 400MG C/10 CAP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;3;3;0;R$ 22,49; R$ -   ;Ok;
1418;AERODINE SPRAY 200 DOSES (TEUTO) FP;PRINCIPAL > 3 - SIMILARES > SIM USO CONT;17;17;0;R$ 15,34; R$ -   ;Ok;
1787;AEROLIN SPRAY 100MCG C/200DOSES;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;8;8;0;R$ 16,79; R$ -   ;Ok;
111192;AFETUS 100MG 30CP (EURO);PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.01 - CONTROLADO PROP;1;1;0;R$ 138,04; R$ -   ;Ok;
111191;AFETUS 50MG 60CP (EURO);PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.01 - CONTROLADO PROP;1;1;0;R$ 100,46; R$ -   ;Ok;
59813;AFOLIC 5MG C/20 CP;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF;1;1;0;R$ 3,44; R$ -   ;Ok;
135;AFOPIC 5MG C/20CP;PRINCIPAL > 3 - SIMILARES > SIM RX SEM ONE;2;2;0;R$ 3,92; R$ -   ;Ok;
59815;AFTLIV GTS 25ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;1;0;-1;R$ 16,55;-R$ 16,55;Perda;
56962;AGUA BORICADA  3% C/100ML;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ANTISEPTICOS/IRRITAC;3;3;0;R$ 2,22; R$ -   ;Ok;
59534;AGUA BORICADA ADV 100ML;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ANTISEPTICOS/IRRITAC;3;4;1;R$ 3,09;R$ 3,09;Sobra;
59392;AGUA DE COLONIA MURIEL BABY ROSA 100ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > COLONIAS INFANTIS;1;1;0;R$ 13,20; R$ -   ;Ok;
1613;AGUA INGLESA 500ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;1;1;0;R$ 26,93; R$ -   ;Ok;
71934;AGUA INGLESA QUINA SOBRAL 430ML;PRINCIPAL > 3 - SIMILARES > OFICINAIS;3;2;-1;R$ 12,39;-R$ 12,39;Perda;
71717;AGUA MICELAR BIOCAP 250ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;1;1;0;R$ 18,22; R$ -   ;Ok;
60650;AGUA MICELAR CICATRICURE 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;1;1;0;R$ 18,38; R$ -   ;Ok;
111468;AGUA MICELAR FACIAL MONANGE ACIDO HIALURONICO 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;3;3;0;R$ 16,96; R$ -   ;Ok;
60525;AGUA MICELAR LOREAL 5 EM 1 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;1;1;0;R$ 20,32; R$ -   ;Ok;
64967;AGUA MICELAR LOREAL HIALURONICO 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;2;2;0;R$ 25,27; R$ -   ;Ok;
62397;AGUA MICELAR NIVEA MICELLAIR 7 EM 1 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;3;3;0;R$ 19,93; R$ -   ;Ok;
120765;AGUA MICELAR PRINCIPIA 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;2;2;0;R$ 38,78; R$ -   ;Ok;
71254;AGUA MICELAR VULT 180ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;1;1;0;R$ 19,93; R$ -   ;Ok;
58597;AGUA OXIG ADV 10VOL SPRAY 100ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > AGUA OXIGENADA;1;1;0;R$ 6,12; R$ -   ;Ok;
61052;AGUA OXIG CR ALYNE 20VOL 100ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > AGUA OXIGENADA;7;7;0;R$ 2,06; R$ -   ;Ok;
61053;AGUA OXIG CR ALYNE 30VOL 100ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > AGUA OXIGENADA;5;5;0;R$ 2,12; R$ -   ;Ok;
61055;AGUA OXIG CR ALYNE 40VOL 100ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > AGUA OXIGENADA;3;3;0;R$ 2,01; R$ -   ;Ok;
60506;AGUA OXIG FARMAX 10VOL 100ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > AGUA OXIGENADA;11;11;0;R$ 2,15; R$ -   ;Ok;
57412;AGUL BD 25X0,7MM UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > AGULHA E SERINGAS;44;35;-9;R$ 0,24;-R$ 2,16;Perda;
72729;AGUL BD 25X0,80MM 01UND;PRINCIPAL > 5 - PERFUMARIA > EQUIPAMENTOS DE SAUDE > APARELHOS E ACESSORIOS PARA SAÚDE;43;45;2;R$ 25,67;R$ 51,34;Sobra;
58149;AGUL BD 30X7 1UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > AGULHA E SERINGAS;23;23;0;R$ 0,28; R$ -   ;Ok;
59753;AIDE 3 200UI GTS 10ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;2;2;0;R$ 47,45; R$ -   ;Ok;
1889;AIRES 600 MG C/16 ENV 5 G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 75,62; R$ -   ;Ok;
95;ALBEL 200MG/5ML C/10ML;PRINCIPAL > 3 - SIMILARES > SIM RX ULT ONE;8;8;0;R$ 2,41; R$ -   ;Ok;
57;ALBEL 400MG C/1CP;PRINCIPAL > 3 - SIMILARES > SIM RX ULT ONE;5;5;0;R$ 2,00; R$ -   ;Ok;
61072;ALBEL 400MG C/3CP;PRINCIPAL > 3 - SIMILARES > SIM RX ULT ONE;3;3;0;R$ 4,43; R$ -   ;Ok;
73171;ALBENDAZOL 400MG 1CP MAST (PRATI);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;6;8;2;R$ 1,17;R$ 2,34;Sobra;
62424;ALBENDAZOL 400MG 3CP MAST (PRATI);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;5;5;0;R$ 2,94; R$ -   ;Ok;
62425;ALBENDAZOL 400MG 5CP MAST (PRATI);PRINCIPAL > 4 - DIAMANTES > DIAMANTE 1 - 10%;16;16;0;R$ 4,49; R$ -   ;Ok;
73177;ALBENDAZOL 400MG C/1 CP(MED);PRINCIPAL > 2 - GENÉRICOS > GEN RX;2;2;0;R$ 1,38; R$ -   ;Ok;
73183;ALBENDAZOL 40MG/ML SUSP ORAL 10ML (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;5;5;0;R$ 5,32; R$ -   ;Ok;
73170;ALBENDAZOL 40MG/ML SUSP ORAL 10ML (PRATI);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;20;22;2;R$ 2,35;R$ 4,70;Sobra;
73169;ALBENDAZOL 40MG/ML SUSP ORAL 10ML (TEUTO);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;6;8;2;R$ 2,76;R$ 5,52;Sobra;
1210;ALBOCRESIL GEL 50G;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 33,74; R$ -   ;Ok;
111981;ALCOOL 70 ANTISSEPTICO 30 ML SPRAY (ADV);PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ANTISEPTICOS/IRRITAC;11;11;0;R$ 4,94; R$ -   ;Ok;
59285;ALCOOL ADV 70% 30ML;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ANTISEPTICOS/IRRITAC;12;10;-2;R$ 3,05;-R$ 6,10;Perda;
61842;ALCOOL GEL GIOVANNA BABY BLUE 500ML;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ANTISEPTICOS/IRRITAC;1;1;0;R$ 16,44; R$ -   ;Ok;
56194;ALEKTOS 20 MG C/ 20 CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 59,81; R$ -   ;Ok;
66158;ALEKTOS PED 2.5MG 120ML;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 73,10; R$ -   ;Ok;
73522;ALENDRONATO DE SODIO 70MG 4CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;20;20;0;R$ 2,69; R$ -   ;Ok;
118161;ALENDRONATO DE SODIO 70MG 4CP (EURO);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;2;2;0;R$ 4,00; R$ -   ;Ok;
73554;ALENDRONATO DE SODIO 70MG 4CP (LEGRAND) FP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;3;3;0;R$ 2,42; R$ -   ;Ok;
56479;ALENIA  6/200MCG 60CPS REFIL;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 93,42; R$ -   ;Ok;
56665;ALENIA  6/200MCG 60CPS+INAL;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 104,02; R$ -   ;Ok;
60723;ALENIA 12/400MCG  60CPS REFIL;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;4;4;0;R$ 123,02; R$ -   ;Ok;
60724;ALENIA 12/400MCG  60CPS+INAL;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;2;2;0;R$ 135,36; R$ -   ;Ok;
125095;ALERGALIV 1MG/ML XAROPE 100ML + COPO MEDIDOR (LEGRAND);PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ONE;1;1;0;R$ 6,33; R$ -   ;Ok;
106251;ALERGOMINE 10 MG/G CR DERM 30 G;PRINCIPAL > 3 - SIMILARES > SIM_OTC/MIP;2;2;0;R$ 5,99; R$ -   ;Ok;
362;ALERGOMINE 2 MG/5 ML SOL ORAL 120 ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ULT ONE;2;2;0;R$ 10,29; R$ -   ;Ok;
103085;ALERGOMINE ANTIALERGICO 2 MG C/ 20 CP;PRINCIPAL > 3 - SIMILARES > SIM_OTC/MIP;1;1;0;R$ 3,60; R$ -   ;Ok;
66991;ALFAESTRADIOL 0,25MG/ML SOLUCAO 100ML + APLICADOR (BIOLAB);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;2;2;0;R$ 100,74; R$ -   ;Ok;
73197;ALGESTONA +ENANTATO DE ESTRADIOL 150MG+10MG 1AMP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN ANTICONC ULT ONE;14;14;0;R$ 11,60; R$ -   ;Ok;
62204;ALGIE  150MG C/ 10CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;2;2;0;R$ 41,77; R$ -   ;Ok;
111423;ALGILIVE 160MG 10CAPS (BIOSINTETICA);PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 24,73; R$ -   ;Ok;
111424;ALGILIVE 320MG 10CAPS (BIOSINTETICA);PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 43,22; R$ -   ;Ok;
56051;ALGINAC 1.000MCG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;2;2;0;R$ 54,48; R$ -   ;Ok;
1241;ALGINAC 1000 C/ 15CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;2;2;0;R$ 24,40; R$ -   ;Ok;
75820;ALGO COTTON LINE BOLA COLORIDA 95G;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ALGODAO;2;2;0;R$ 7,70; R$ -   ;Ok;
59276;ALGO COTTON LINE BOLAS 95G;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ALGODAO;1;1;0;R$ 7,70; R$ -   ;Ok;
59275;ALGO COTTON LINE BOLAS BCAS 50G;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ALGODAO;1;1;0;R$ 4,25; R$ -   ;Ok;
63553;ALGO CREMER  BOLA BCO 50G;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ALGODAO;4;4;0;R$ 4,91; R$ -   ;Ok;
58374;ALGO CREMER BOLAS 95G;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ALGODAO;3;3;0;R$ 8,51; R$ -   ;Ok;
58370;ALGO CREMER DISCOS 50UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ALGODAO;2;2;0;R$ 8,46; R$ -   ;Ok;
58368;ALGO CREMER HIDROFILO C25G;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ALGODAO;1;1;0;R$ 3,23; R$ -   ;Ok;
58366;ALGO CREMER RL 250G;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ALGODAO;3;3;0;R$ 19,52; R$ -   ;Ok;
58367;ALGO CREMER ROLO 500G;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ALGODAO;3;3;0;R$ 35,91; R$ -   ;Ok;
66451;ALGO CREMER ZIG ZAG ZIP LOCK 25G;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ALGODAO;13;13;0;R$ 2,56; R$ -   ;Ok;
71768;ALGO TOPZ DISCO LV100 PG85;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ALGODAO;3;3;0;R$ 10,52; R$ -   ;Ok;
62313;ALGODAO BOLA  100G (MINAS);PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CUIDADOS COM A PELE;1;1;0;R$ 4,98; R$ -   ;Ok;
102937;ALGODAO BOLA TEXBOM 50G;PRINCIPAL > 5 - PERFUMARIA > DIVERSOS > ACESSORIOS;1;1;0;R$ 2,83; R$ -   ;Ok;
119619;ALGODAO DISCO C/50 35G;PRINCIPAL > 5 - PERFUMARIA > DIVERSOS > ACESSORIOS;5;5;0;R$ 5,48; R$ -   ;Ok;
102895;ALGODAO HIDROF TEXBOM ROLO 500G;PRINCIPAL > 5 - PERFUMARIA > DIVERSOS > ACESSORIOS;5;4;-1;R$ 20,24;-R$ 20,24;Perda;
111217;ALGODAO SANFONADO TEXBOM 50G;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ALGODAO;6;5;-1;R$ 2,74;-R$ 2,74;Perda;
58545;ALICATE MERHEJE  P/CUT BASIC LILAS;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > ACESSORIOS CUTELARIA;2;2;0;R$ 7,74; R$ -   ;Ok;
58782;ALICATE MERHEJE P/CUT BASIC AZUL;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > ACESSORIOS CUTELARIA;5;5;0;R$ 7,66; R$ -   ;Ok;
58547;ALICATE MERHEJE P/CUT BASIC ROSA;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > ACESSORIOS CUTELARIA;2;2;0;R$ 7,43; R$ -   ;Ok;
58546;ALICATE MERHEJE P/CUT BASIC VERDE;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > ACESSORIOS CUTELARIA;2;2;0;R$ 7,74; R$ -   ;Ok;
57420;ALICATE MUNDIAL CLASSIC 522 UND;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > ACESSORIOS CUTELARIA;2;2;0;R$ 26,89; R$ -   ;Ok;
58280;ALICATE MUNDIAL CUTICULA INOX 777;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > ACESSORIOS CUTELARIA;1;1;0;R$ 34,27; R$ -   ;Ok;
62087;ALIMENTADOR LOLLY SIL ROSA;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;1;1;0;R$ 15,57; R$ -   ;Ok;
1362;ALIVIUM  GTS 100MG C/ 20 ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 38,17; R$ -   ;Ok;
1126;ALIVIUM  GTS 50MG C/ 30ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 40,57; R$ -   ;Ok;
64129;ALIVIUM 400 MG C/8 CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 21,04; R$ -   ;Ok;
56123;ALLEGRA 120MG C/ 10CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 63,40; R$ -   ;Ok;
56489;ALLEGRA 180MG C/ 10CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 94,73; R$ -   ;Ok;
1328;ALLEGRA 60MG C/ 10CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 34,44; R$ -   ;Ok;
56138;ALLEGRA D 60/120MG C/ 10CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 54,34; R$ -   ;Ok;
1196;ALLEGRA XPE 60ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 28,31; R$ -   ;Ok;
72196;ALLEGRA XPE 60ML COM SERINGA;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;2;1;R$ 28,31;R$ 28,31;Sobra;
1200;ALLESTRA 20 0,02MG + 0,075MG C/ 21DRG;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.06 - ANTICONCEP PROP;1;1;0;R$ 31,46; R$ -   ;Ok;
1403;ALLEXOFEDRIN 120MG C/ 10CP;PRINCIPAL > 3 - SIMILARES > SIM RX ULT ONE;3;3;0;R$ 14,43; R$ -   ;Ok;
1827;ALLEXOFEDRIN 180MG C/ 10CP;PRINCIPAL > 3 - SIMILARES > SIM RX ULT ONE;2;2;0;R$ 20,95; R$ -   ;Ok;
63959;ALLEXOFEDRIN 6MG/ML SUSP 150ML;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF ONE;2;2;0;R$ 36,77; R$ -   ;Ok;
63805;ALLEXOFEDRIN 6MG/ML SUSP 60ML;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF ONE;3;3;0;R$ 17,03; R$ -   ;Ok;
1661;ALLEXOFEDRIN D 60/120MG C/ 10CP;PRINCIPAL > 3 - SIMILARES > SIM RX ULT ONE;7;7;0;R$ 42,56; R$ -   ;Ok;
102174;ALLOVITA SOLUCAO 50ML;PRINCIPAL > 3 - SIMILARES > SIM_RX;1;1;0;R$ 42,58; R$ -   ;Ok;
578;ALMEIDA PRADO N-46 C/ 60CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 25,62; R$ -   ;Ok;
57026;ALOIS 10 MG C/ 120 CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.01 - CONTROLADO PROP;1;1;0;R$ 32,60; R$ -   ;Ok;
56531;ALOIS 10MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.01 - CONTROLADO PROP;1;1;0;R$ 106,83; R$ -   ;Ok;
63683;ALOIS 10MG/ML SOL 50ML;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.01 - CONTROLADO PROP;3;3;0;R$ 22,55; R$ -   ;Ok;
73180;ALOPURINOL 100MG 30CP (MEDLEY);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT SEM ONE;12;12;0;R$ 4,07; R$ -   ;Ok;
73608;ALOPURINOL 100MG 30CP (PRATI);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ONE;2;2;0;R$ 4,17; R$ -   ;Ok;
73643;ALOPURINOL 100MG 30CP (SANDOZ);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ONE;3;3;0;R$ 6,70; R$ -   ;Ok;
73337;ALOPURINOL 300MG 30CP (MEDLEY);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT SEM ONE;2;2;0;R$ 11,43; R$ -   ;Ok;
73609;ALOPURINOL 300MG 30CP (PRATI);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT SEM ONE;2;2;0;R$ 9,83; R$ -   ;Ok;
73359;ALOPURINOL 300MG 30CP (SANDOZ);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT SEM ONE;12;12;0;R$ 11,18; R$ -   ;Ok;
73218;ALPRAZOLAM 0,25MG 30CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;2;2;0;R$ 4,68; R$ -   ;Ok;
73604;ALPRAZOLAM 0,25MG 30CP (GERMED);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;2;2;0;R$ 4,69; R$ -   ;Ok;
73222;ALPRAZOLAM 0,25MG 30CP (MEDLEY);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL SEM ONE;2;2;0;R$ 3,93; R$ -   ;Ok;
73311;ALPRAZOLAM 0,5MG 30CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;14;13;-1;R$ 3,46;-R$ 3,46;Perda;
118184;ALPRAZOLAM 0,5MG 30CP (LEGRAND);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;11;9;-2;R$ 3,27;-R$ 6,54;Perda;
73332;ALPRAZOLAM 0,5MG 30CP (MEDLEY);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;3;3;0;R$ 2,30; R$ -   ;Ok;
73422;ALPRAZOLAM 1MG 30CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;10;10;0;R$ 4,73; R$ -   ;Ok;
73374;ALPRAZOLAM 1MG 30CP (EURO);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;1;1;0;R$ 6,76; R$ -   ;Ok;
73448;ALPRAZOLAM 1MG 30CP (TEUTO);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;3;3;0;R$ 4,75; R$ -   ;Ok;
73472;ALPRAZOLAM 2MG 30CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;19;19;0;R$ 9,75; R$ -   ;Ok;
